Algorithm,HashRate,EPM ETH,EPM BTC,EPM USD,Card,Date
ETH - Ethash (Phoenix)	,36.50 MH/s	,0.06695383 ETH	,0.00279983 BTC	,107.98 USD	,RTX-2060 Super,2021-02-07 07:01:46.245445
